Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"La lanterna e la stella per conoscere le tradizioni Trentine con Roberto Bazzanella";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-lanterna-e-la-stella-per-conoscere-le-tradizioni-trentine-con-roberto-bazzanella/252102-1-ita-IT/La-lanterna-e-la-stella-per-conoscere-le-tradizioni-Trentine-con-Roberto-Bazzanella.jpg|;"La biblioteca e L'Oratorio di Mezzocorona organizzano“La lanterna e la stella”Incontro sulle tradizioni del Natale trentino a cura di Roberto BazzanellaIN BIBLIOTECA PER TUTTI&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp,Segue alle ore 17.45 passeggiata di gruppo all’Oratorio dove i bambini potranno partecipare ad una merenda natalizia e al laboratorio“Stella natalizia”&nbsp, IN SALA DON VALENTINO PER I BAMBINIISCRIZIONE OBBLIGATORIA IN BIBLIOTECA PER I BAMBINI CHE PARTECIPANO AL LABORATORIO. I bimbi minori di 6 anni vanno accompagnati. L’oratorio prevede un contributo di 1 euro per la merenda.&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, ";;06/12/2019;06/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Concerto di Natale proposto da Coro Rigoverticale in Chiesa";;var/mezzocorona/storage/images/turismo/calendario-eventi/concerto-di-natale-proposto-da-coro-rigoverticale-in-chiesa/252127-1-ita-IT/Concerto-di-Natale-proposto-da-Coro-Rigoverticale-in-Chiesa.jpg|;"Il 13 dicembre alle ore 20.30 presso la Chiesa parrocchiale di Mezzocorona il Coro Rigoverticale propone un concerto con i Cori Castel bassa Atesina e Castel Campo, come da locandina allegata.";www.comune.mezzocorona.tn.it/content/download/23722/252129/Mezzo13dicembre.jpg;13/12/2019;13/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"""SCINTILLE DI NATALE""";;var/mezzocorona/storage/images/turismo/calendario-eventi/scintille-di-natale2/252152-1-ita-IT/SCINTILLE-DI-NATALE.png|;"la Pro Loco organizza la tradizionale manifestazione &quot,Scintille di Natale&quot,, presso la piazzetta della Cooperazione.Con la compagnia musicale&nbsp,&quot,Piazza Viva&quot, - &quot,Nato per amore...nato per amare&quot,.Al termine dello spettacolo brulè e un piccolo rinfresco.";www.comune.mezzocorona.tn.it/content/download/23723/252154/Scintille_di_Natale.png;21/12/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Consiglio comunale dei ragazzi";;var/mezzocorona/storage/images/turismo/calendario-eventi/consiglio-comunale-dei-ragazzi/253628-2-ita-IT/Consiglio-comunale-dei-ragazzi.jpg|;"Nell'ambito delle iniziative di &quot,cittadinanza attiva&quot,, anche quest'anno viene proposto il Consiglio comunale dei ragazzi.Il Consiglio è il risultato di un percorso rivolto ai ragazzi delle Classi quinte della Scuola primaria di Mezzocorona.Questo l'ordine del giorno che verrà discusso nella seduta di Giovedì 12 DICEMBRE 2019 ad ore 8,30 presso la sala mansarda della Biblioteca comunale:Presentazione programma del Sindaco eletto con la &nbsp,&nbsp,&nbsp,&nbsp, lista “Insieme per Mezzocorona”.Ristrutturazione della Scuola primaria di &nbsp,&nbsp,&nbsp,&nbsp, Mezzocorona “Alcide Degasperi”,Ristrutturare il Parco di “Stont” ed ottimizzarne &nbsp,&nbsp,&nbsp,&nbsp, l’utilizzo.Realizzare una fontanella d’acqua nel cortile &nbsp,&nbsp,&nbsp,&nbsp, della Scuola elementare.Realizzare una pista per biciclette bmx ed un &nbsp,&nbsp,&nbsp,&nbsp, campo da basket.&nbsp,2.&nbsp,&nbsp, Proposta nr. 1 mozione da parte della lista “Uniti per Mezzocorona”:Sistemazione del cortile della Scuola elementare &nbsp,&nbsp,&nbsp,&nbsp, con la delimitazione di spazi gioco.";;12/12/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Santa Lucia arriva ai Campetti";;var/mezzocorona/storage/images/turismo/calendario-eventi/santa-lucia-arriva-ai-campetti3/253653-1-ita-IT/Santa-Lucia-arriva-ai-Campetti.jpg|;"&quot,Santa Lucia arriva ai Campetti&quot, giovedi 12 dicembre ad ore 17:00! I bambini potranno incontrare Santa Lucia e ricevere i suoi dolci doni, i Vigili del Fuoco Fuori Servizio di Mezzocorona riscalderanno i presenti con bevande calde e i bambini del Coro Don Valentino allieteranno i presenti con dei canti natalizi.";"www.comune.mezzocorona.tn.it/content/download/23908/253655/santa lucia 19.jpg";12/12/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"4^ edizione dei Conscript Games - Giochi tra Coscritti ";;var/mezzocorona/storage/images/turismo/calendario-eventi/4-edizione-dei-conscript-games-giochi-tra-coscritti/254175-1-ita-IT/4-edizione-dei-Conscript-Games-Giochi-tra-Coscritti.jpg|;"4^ edizione dei Conscript Games - Giochi tra Coscritti (quest'anno per la classe 2001).&nbsp,Mercoledì &nbsp,&nbsp,&nbsp,&nbsp, 18 dicembre presso il Comune di San Michele all'Adige ci sarà la &nbsp,&nbsp,&nbsp,&nbsp, conferenza stampa di presentazione dell'evento. Alla serata saranno &nbsp,&nbsp,&nbsp,&nbsp, interverranno le delegazioni delle squadre dei paesi di Mezzocorona &nbsp,&nbsp,&nbsp,&nbsp, (vincitore della passata edizione), Roverè della Luna, Mezzolombardo, &nbsp,&nbsp,&nbsp,&nbsp, Terre d'Adige e i padroni di casa, i giovani del 2001 di San Michele &nbsp,&nbsp,&nbsp,&nbsp, all'Adige.&nbsp,La &nbsp,&nbsp,&nbsp,&nbsp, 4^ edizione dei Conscript Games andrà in scena sabato 28 dicembre presso &nbsp,&nbsp,&nbsp,&nbsp, il palazzetto comunale di San Michele all'Adige, grazie alla &nbsp,&nbsp,&nbsp,&nbsp, collaborazione con l'USD Garibaldina e l'Associazione Incontriamoci &nbsp,&nbsp,&nbsp,&nbsp, all'Oratorio.";"www.comune.mezzocorona.tn.it/content/download/23970/254177/Loncandina -Conscript Games 2001.jpg";28/12/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Concerto di Natale - Banda Musicale Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/concerto-di-natale-banda-musicale-mezzocorona/254362-2-ita-IT/Concerto-di-Natale-Banda-Musicale-Mezzocorona.jpg|;"Mezzocorona - PalaRotariTradizionale concerto natalizio della Banda Musicale di Mezzocoronainizio ore 18,30";"www.comune.mezzocorona.tn.it/content/download/23985/254364/Concerto natale 2019.pdf";25/12/2019;;;;PalaRotari;;;;;;;;"Evento singolo";;;;;;;
"Auguri della SAT al Pont della Fosina";;var/mezzocorona/storage/images/turismo/calendario-eventi/auguri-della-sat-al-pont-della-fosina/254431-1-ita-IT/Auguri-della-SAT-al-Pont-della-Fosina.jpg|;"La SAT MEZZOCORONA E LA SAT DI MEZZOLOMBARDO organizzaNO IL TRADIZIONALE EVENTO AUGURALE DAL TITOLO: AL DE QUA e AL DE LA' DEL NOS INVITANDO TUTTI AD UN BRINDISI AUGURALE AL PONTE DELLA FOSINA&nbsp,2019-12-23&nbsp,20:00 - 21:00";;23/12/2019;23/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Vin brulè a Stont";;var/mezzocorona/storage/images/turismo/calendario-eventi/vin-brule-a-stont2/254787-1-ita-IT/Vin-brule-a-Stont.jpg|;"Il giorno 26 dicembre dalle 14 in poi il Comitato Stont organizza la tradizionale festa del &quot,vin brulè a Stont&quot,, ovviamente in località Stont a Mezzocorona.";;26/12/2019;26/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Canta della Stella 2020";;var/mezzocorona/storage/images/turismo/calendario-eventi/canta-della-stella-2020/256077-3-ita-IT/Canta-della-Stella-2020.jpg|;"domenica 5 gennaio tornano i Re Magi.La Canta della Stella, al termine della S.Messa, dalle 19,30 alle 21,00.Partenza da Piazza della Chiesa ed arrivo nel Piazzale dell'Oratorio.";;05/01/2020;;;;;;;;;;;;"Evento singolo";;;;;;;
"Giorno della memoria con il libro ""20 mesi tra i reticolati"" donato alla biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/giorno-della-memoria-con-il-libro-20-mesi-tra-i-reticolati-donato-alla-biblioteca/256395-1-ita-IT/Giorno-della-memoria-con-il-libro-20-mesi-tra-i-reticolati-donato-alla-biblioteca.png|;"Un giorno di dicembre in biblioteca è arrivata una signora che desidera restare anonima e ci ha portato in dono un libro, antico e preziosissimo, che ad ogni pagina emoziona, raccontandoci una storia estremamente commovente lagata a quel volume stampato in pochissime copie.Lunedì 27&nbsp,gennaio 2020/ h. 17.30-18.30“Venti mesi tra i reticolati” raccontati dall’artista Marcello Tomadini con 60 disegni originali, realizzati durante la prigionia nel lager tedesco di Sandbostel.Verra’ presentato questo prezioso e rarissimo libro edito nel 1946, donato alla biblioteca di Mezzocorona dalla nipote di Lamberto Rossi, che fu uno dei compagni di prigionia dell’artista, promotori della stampa.";;27/01/2020;27/01/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Mercoledì della salute: La salute nel telefonino";;var/mezzocorona/storage/images/turismo/calendario-eventi/mercoledi-della-salute-la-salute-nel-telefonino/256422-1-ita-IT/Mercoledi-della-salute-La-salute-nel-telefonino.jpg|;"Mercoledì della salute: La salute nel telefoninoTrentino salute 4.0 I servizi di sanità digitale per migliorare la qualità di vita ai cittadinia cura di Diego Conforti-Assessorato alla salute della PATSede di via Romana 2/A Mezzocorona";;15/01/2020;15/01/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Carnevalab con la biblioteca: Dr Seuss e laboratori";;var/mezzocorona/storage/images/turismo/calendario-eventi/carnevalab-con-la-biblioteca-dr-seuss-e-laboratori/256462-1-ita-IT/Carnevalab-con-la-biblioteca-Dr-Seuss-e-laboratori.png|;"Carnevalab 2020 si svolge nel mese di febbraio in due diversi appuntamenti:6 FEBBRAIO 2020 / h. 17.30-18.30 a Mezzocorona13 FEBBRAIO 2020 / h. 17.30-18.30 a Rovere’ d. Luna&nbsp,LETTURE STRAMPALATE E LABORATORI DI TRASFORMAZIONE IN BUFFI PERSONAGGI(+ lettura in inglese di Holland Friel!)Iscrizione in biblioteca entro il lunedì precedente l’iniziativa, presso le biblioteche (tel 0461608182)I bimbiinferiori fino ai 5 anni vanno accompagnati.&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,Età: 4-9 anni";;06/02/2020;06/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Spazi Giovani d'Inverno - #SGI20";;var/mezzocorona/storage/images/turismo/calendario-eventi/spazi-giovani-d-inverno-sgi20/256667-1-ita-IT/Spazi-Giovani-d-Inverno-SGI20.jpg|;"Spazi Giovani Rotaliana promuove, per i mesi di gennaio-febbraio e marzo, tre appuntamenti rivolti a ragazzi e ragazze dalla prima media alla seconda superiore. Spazi Giovani d'Inverno - #SGI20: tre eventi per stare insieme e fare nuove amicizie. Da lunedì 13 a venerdì 17 gennaio, presso lo Spazio Giovani di Mezzocorona, dalle 16.00 alle 19:00, e mercoledì 15 dalle 16.00 alle 21:00 si raccoglieranno le iscrizioni. Per le varie proposte è richiesta una quota di partecipazione.";"www.comune.mezzocorona.tn.it/content/download/24268/256669/#SGAI20 copia.jpg";25/01/2020;;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna teatrale S. Gottardo: ""Se fus nat Eva prima de Adamo""";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-teatrale-s.-gottardo-se-fus-nat-eva-prima-de-adamo/257416-1-ita-IT/Rassegna-teatrale-S.-Gottardo-Se-fus-nat-Eva-prima-de-Adamo.jpg|;"Per la rassegna teatrale S. Gottardo lo spettacolo&nbsp,&quot,Se fus nat Eva prima de Adamo&quot, a cura della&nbsp,Filodrammatica S. Gottardo si svolge in data&nbsp,25 e 26 gennaio teatro s. Gottardo alle ore 20.45.";;25/01/2020;26/01/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna teatrale S. Gottardo: ""El camp dei frati""";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-teatrale-s.-gottardo-el-camp-dei-frati/257441-1-ita-IT/Rassegna-teatrale-S.-Gottardo-El-camp-dei-frati.jpg|;"Rassegna teatrale S. Gottardo:&quot,El camp dei frati&quot, a cura di Filodrammatica &quot,I Simpatici&quot, di Roverè della Luna8.2.2020h. 20.45 teatro S. Gottardo";;08/02/2020;08/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna teatrale S. Gottardo"" ""Do pei en la scarpa""";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-teatrale-s.-gottardo-do-pei-en-la-scarpa/257466-1-ita-IT/Rassegna-teatrale-S.-Gottardo-Do-pei-en-la-scarpa.jpg|;"Rassegna teatrale S. Gottardo&quot,Do pei en la scarpa&quot, Gruppo filodrammatico Coredano di coredo22.2.2020 h. 20.45Teatro s. Gottardo";;22/02/2020;22/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO Rassegna teatrale S. Gottardo: ""En diaol per cavel""";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-rassegna-teatrale-s.-gottardo-en-diaol-per-cavel/257491-1-ita-IT/EVENTO-ANNULLATO-Rassegna-teatrale-S.-Gottardo-En-diaol-per-cavel.jpg|;"Rassegna teatrale S. Gottardo: &quot,En diaol per cavel&quot,con la Filodrammatica &quot,La logeta&quot, di Gardolo7 marzo 2020 h. 20.45Teatro s. Gottardo";;07/03/2020;07/03/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO Rassegna teatrale S. Gottardo ""Colpa dei crauti e dell'amor""";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-rassegna-teatrale-s.-gottardo-colpa-dei-crauti-e-dell-amor/257516-1-ita-IT/EVENTO-ANNULLATO-Rassegna-teatrale-S.-Gottardo-Colpa-dei-crauti-e-dell-amor.jpg|;"Rassegna teatrale S. Gottardo &quot,Colpa dei crauti e dell'amor&quot, a cura della Filodrammatica concordia di Povo21.3.2020 h. 20,45 , Teatro S. Gottardo";;21/03/2020;21/03/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO Rassegna teatrale S. Gottardo ""Beata Zoventu' '""";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-rassegna-teatrale-s.-gottardo-beata-zoventu/257541-1-ita-IT/EVENTO-ANNULLATO-Rassegna-teatrale-S.-Gottardo-Beata-Zoventu.jpg|;"Rassegna teatrale S. Gottardo &quot,Beata Zoventu' &quot,con la Filodrammatica di Mezzocorona18.4.2020 h. 20.45teatro S. Gottardo";;18/04/2020;18/04/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO Rassegna teatrale s. Gottardo: ""Conoscerebbe scopo matrimonio""";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-rassegna-teatrale-s.-gottardo-conoscerebbe-scopo-matrimonio/257566-1-ita-IT/EVENTO-ANNULLATO-Rassegna-teatrale-s.-Gottardo-Conoscerebbe-scopo-matrimonio.jpg|;"Rassegna teatrale s. Gottardo:&quot,Conoscerebbe scopo matrimonio&quot, a cura della Filodrammatica &quot,La Sortiva&quot, di Denno25.4.2020 h. 20.45teatro s.&nbsp, Gottardo";;25/04/2020;25/04/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Mercoledì della salute ""Cuore di donna""";;var/mezzocorona/storage/images/turismo/calendario-eventi/mercoledi-della-salute-cuore-di-donna/257596-1-ita-IT/Mercoledi-della-salute-Cuore-di-donna.png|;"Per la serie i &quot,Mercoledì della salute&quot, la farmacia Zanini propone il 19 febbraio 2020 alle ore 20.30 presso la sede di via Romana 2/A l'incontro dal titolo &quot,Cuore di donna&quot, con il cardiologo dr. Maurizio del Greco, direttore UO Cardiologia presso l'Ospedale di Rovereto";;19/02/2020;19/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"""Mercoledì della salute"" : ""Fegato polmone rene e cuore""";;var/mezzocorona/storage/images/turismo/calendario-eventi/mercoledi-della-salute-fegato-polmone-rene-e-cuore/257621-2-ita-IT/Mercoledi-della-salute-Fegato-polmone-rene-e-cuore.png|;"Per la serie i &quot,Mercoledì della salute&quot, la farmacia Zanini propone il 4 marzo 2020 alle ore 20.30 presso la sede di via Romana 2/A l'incontro dal titolo &quot,Fegato, polmone, rene e cuore: cosa ci dicono oltre la malattia?&quot,La lettura occidentale ed orientale dei 4 organi principalicon la dott.ssa Gabriella Zanini";;04/03/2020;04/03/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO ""Mercoledì della salute"" : Ricostituenti c'è qualcosa che funziona?";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-mercoledi-della-salute-ricostituenti-c-e-qualcosa-che-funziona/257646-1-ita-IT/EVENTO-ANNULLATO-Mercoledi-della-salute-Ricostituenti-c-e-qualcosa-che-funziona.png|;"Per la serie i &quot,Mercoledì della salute&quot, la farmacia Zanini propone il 18 marzo 2020 alle ore 20.30 presso la sede di via Romana 2/A l'incontro dal titolo &quot,Ricostituenti c'è qualcosa che funziona?&quot, con i dott.ri Sergio Cattani e Paolo Zanini";;18/03/2020;18/03/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"EVENTO ANNULLATO ""Mercoledì della salute"": I sali del dott. Schuessler";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-mercoledi-della-salute-i-sali-del-dott.-schuessler/257671-1-ita-IT/EVENTO-ANNULLATO-Mercoledi-della-salute-I-sali-del-dott.-Schuessler.png|;"Per la serie i &quot,Mercoledì della salute&quot, la farmacia Zanini propone il 22 aprile 2020 alle ore 20.30 presso la sede di via Romana 2/A l'incontro dal titolo &quot,I sali del dott. Schuessler&quot,Cosa sono e come ci possono aiutare nel trattamento di vari disturbi di bambini, adulti e animali.Conduce la dott.ssa Claudia Bergamo";;22/04/2020;22/04/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"QI GONG per rilassarsi con il C.C.R. Il Melograno";;var/mezzocorona/storage/images/turismo/calendario-eventi/qi-gong-per-rilassarsi-con-il-c.c.r.-il-melograno2/258078-1-ita-IT/QI-GONG-per-rilassarsi-con-il-C.C.R.-Il-Melograno.jpg|;"IL MELOGRANO PROPONE&nbsp,DUE SERATE&nbsp, ESERCIZI DI RILASSAMENTO POSTURA ED ENERGETICI PER IL BENESSERE NATURALE DAL TITOLO QI GONG28/01/2020 E 04/02/2020 AD ORE 20.00PRESSO L'EX BOCCIODROMO, CENTRO SOTTODOSSI";;28/01/2020;28/01/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"QI GONG per rilassarsi con il C.C.R. Il Melograno";;var/mezzocorona/storage/images/turismo/calendario-eventi/qi-gong-per-rilassarsi-con-il-c.c.r.-il-melograno/258103-1-ita-IT/QI-GONG-per-rilassarsi-con-il-C.C.R.-Il-Melograno.jpg|;"IL MELOGRANO PROPONE&nbsp,DUE SERATE&nbsp, ESERCIZI DI RILASSAMENTO POSTURA ED ENERGETICI PER IL BENESSERE NATURALE DAL TITOLO QI GONG28/01/2020 E 04/02/2020 AD ORE 20.00PRESSO L'EX BOCCIODROMO, CENTRO SOTTODOSSI";;04/02/2020;04/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Evento annullato, Mezzocorona Expo' 2020";;var/mezzocorona/storage/images/turismo/calendario-eventi/evento-annullato-mezzocorona-expo-2020/258128-2-ita-IT/Evento-annullato-Mezzocorona-Expo-2020.jpg|;"Torna Mezzocorona Expo' 2020 nell'ultimo fine settimana di maggio.L'organizzazione è a cura degli &quot,Operatori economici ed artigiani di Mezzocorona&quot,";;29/05/2020;31/05/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Il Melograno organizza “ Mieli in cucina.....dai fiori il piu' puro degli ingredienti “ a cura di Andrea ";;var/mezzocorona/storage/images/turismo/calendario-eventi/il-melograno-organizza-mieli-in-cucina-dai-fiori-il-piu-puro-degli-ingredienti-a-cura-di-andrea/258153-1-ita-IT/Il-Melograno-organizza-Mieli-in-cucina-dai-fiori-il-piu-puro-degli-ingredienti-a-cura-di-Andrea.jpg|;"&nbsp,IL C.C.R. iL MELOGRANO ORGANIZZA:&nbsp, &nbsp, &nbsp,UN CORSO “ Mieli in cucina.....dai fiori il piu' puro degli ingredienti “&nbsp,a cura di Andrea P .LUNEDI'&nbsp, 10/02&nbsp, ore 19,30 presso &nbsp,&nbsp, SALA DON VALENTINO ORATORIOISCRIZIONI ED INFORMAZIONI MARTEDì 3.2.2020 H. 20 PRESSO LA SEDE DEL MELOGRANO IN VIA DE LUCA, 4 A MEZZOCORONA O VIA EMAIL (melograno@virgilio.it)&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, ISCRIZIONI E INFORMAZIONI&nbsp, &nbsp,&nbsp,&nbsp,&nbsp, &nbsp,&nbsp,&nbsp, LUNEDI'&nbsp, 03/02&nbsp, ORE 20 &nbsp,&nbsp,&nbsp, EX BIBLIOTECA&nbsp, VIA DE LUCA &nbsp,&nbsp,&nbsp,o su melograno@virgilio.it&nbsp,";;10/02/2020;10/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"Assemblea straordinaria Pro Loco Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/assemblea-straordinaria-pro-loco-mezzocorona/259249-1-ita-IT/Assemblea-straordinaria-Pro-Loco-Mezzocorona.jpg|;"La Pro Loco di Mezzocorona convoca l'Assemblea straordinaria presso la sala consiliare del Comune di Mezzocorona il giorno:MERCOLEDI' 12 FEBBRAIO 2020 AD ORE 20,30";"www.comune.mezzocorona.tn.it/content/download/24444/259251/Pro Loco Convocazione assemblea dd. 12.02.2020.pdf";12/02/2020;;;;;;;;;;;;"Evento singolo";;;;;;;
"""La magia delle favole"" commedia dei genitori della scuola dell'infanzia di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-magia-delle-favole-commedia-dei-genitori-della-scuola-dell-infanzia-di-mezzocorona/259274-1-ita-IT/La-magia-delle-favole-commedia-dei-genitori-della-scuola-dell-infanzia-di-Mezzocorona.jpg|;"In data&nbsp,15 febbraio 2020&nbsp, genitori della scuola dell'infanzia di Mezzocorona presentano la commedia da loro stessi scritta e animata: &quot,La magia delle favole&quot, presso teatro S. gottardoDoppio spettacolo per accontentare più persone possibili h. 16 e h.20Ingresso ad offerta libera pro scuola dell'infanzia.";;15/02/2020;15/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
"In biblioteca Sandro Rossi racconta la spedizione alpinistica al Santopanth (m. 7075)";;var/mezzocorona/storage/images/turismo/calendario-eventi/in-biblioteca-sandro-rossi-racconta-la-spedizione-alpinistica-al-santopanth-m.-7075/260136-1-ita-IT/In-biblioteca-Sandro-Rossi-racconta-la-spedizione-alpinistica-al-Santopanth-m.-7075.jpg|;"Incontri in biblioteca:Giovedì 20 febbraio alle ore &nbsp,20.30-22.00 La spedizione alpinistica al Satopanth (m. 7075 - Himalaya Indiano)&nbsp,di Sandro RossiLa biblioteca propone l'incontro con l’alpinista di Mezzocorona che nel 2017, quando cadeva il 70° anniversario dalla data della prima salita, scalava il Satopanth.Questa montagna che si trova nell'Himalaya indiano, il cui nome in sanscrito significa &quot,Via alla verità&quot,, è alta 7075 m.: dai suoi ghiacciai e da quelli di alcune altre montagne nei dintorni nasce il Gange, fiume sacro agli indiani.&nbsp,Età: 14-99 anni";;20/02/2020;20/02/2020;;;;;;;;;;;"Evento singolo";;;;;;;
